Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpend,TotalPurchases,TotalChildren,TotalCampaignsAccepted,EnrollmentYear,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
0,-2.076576906081044,0,0,0.34139706956174287,6,16,11,11,1,16,1,2,0,3,1.1050075128619343,0,0,0,0,0,0,0,-0.606971379365009,-0.9056987018221639,-1.1558571364272208,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,0.5176135101230545,0,0,1.1358481326124812,194,61,480,225,112,30,1,3,4,8,-1.3678500004918126,0,0,0,0,0,0,0,0.8459376932056916,0.8243114996915587,0.14687816124467087,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,False,False
3,0.34575125630613696,1,1,0.13414896615720245,233,2,53,3,5,14,3,6,1,5,0.280721675077352,0,0,0,0,0,0,0,1.4441943701465683,-0.49189222710850694,0.01660463147748173,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,False,False,False,False
2,-1.6177014183823268,0,0,-0.3839712923541486,3,14,17,6,1,5,1,1,0,3,1.1050075128619343,0,0,0,0,0,0,0,-1.5470890145578151,-0.9306268027085288,-1.2861306661944099,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
4,1.441016927138278,0,0,-0.9020915508654997,1006,22,115,59,68,45,1,7,6,12,-0.9557070815995214,0,0,1,1,0,0,1,1.9569858075244626,1.17829053227794,1.4496134589165623,-1.2643075685916398,2.5083743693500518,-1.5009813526998232,False,True,False,False
2,-0.4719374881383652,1,1,0.06506626502235564,53,5,19,2,13,4,3,3,0,3,1.1050075128619343,0,0,0,0,0,0,0,-0.9488323376169385,-0.8475331330873125,-0.7650365471256532,1.3951390197158926,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,-0.6629993576983523,0,0,-1.0057156025677698,84,5,38,150,12,28,2,4,1,6,0.6928645939696432,0,0,0,0,0,0,0,1.9569858075244626,-0.48025911336153665,-0.2439424280568966,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,False,False,True,False
3,1.1698398726649957,0,1,1.446720287719292,1012,80,498,0,16,176,2,11,4,9,-0.13142124381493916,0,0,0,1,0,0,0,1.7005900888355154,1.9543854065400998,1.4496134589165623,0.0654157255621263,1.0347209038044092,-0.04049645076920169,True,False,False,False
1,-0.8474277833763056,1,0,1.2740135348821748,4,17,19,30,24,39,2,2,1,3,0.280721675077352,0,0,0,0,0,0,0,-1.3761585354318504,-0.7860438175676124,-0.8953100768928424,0.0654157255621263,-0.43893256174123346,-1.5009813526998232,False,True,False,False
2,-0.6966337210438757,0,0,-0.2803472406518784,86,2,73,69,38,48,1,4,2,5,1.1050075128619343,0,0,0,0,0,0,0,-1.1197628167429032,-0.48192098675396094,-0.37421595782408573,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,-2.312624736615669,1,0,-0.245805890084455,1,1,1725,1,1,1,15,0,28,0,-1.7799929193841038,0,0,0,0,0,0,0,-0.8633670980539562,1.867967990134035,3.664263464958778,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
4,0.31085560433515647,0,1,0.4795624718314365,867,0,86,0,0,19,3,2,3,9,1.1050075128619343,0,1,0,0,0,0,0,1.7005900888355154,0.6082679586763964,0.27715169101186005,0.0654157255621263,1.0347209038044092,-1.5009813526998232,True,False,False,False
4,0.6246361857127685,0,1,-1.696542613916238,384,0,102,21,32,5,3,6,2,9,-0.5435641627072303,0,0,0,0,0,0,0,1.2732638910206036,-0.1030138532812148,0.6679722803134275,0.0654157255621263,-0.43893256174123346,1.4199884511614198,True,False,False,False
2,-0.5261728990330217,0,1,0.686810575235977,270,3,27,39,6,99,7,7,1,5,1.1050075128619343,0,0,0,0,0,0,0,1.5296596097095505,-0.2692011925236473,0.6679722803134275,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,-1.5585609961664482,0,0,1.377637586584445,6,4,25,15,12,13,2,2,1,3,0.6928645939696432,0,0,0,0,0,0,0,-0.008714702424132305,-0.8824324743282234,-0.8953100768928424,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,True,False,False
2,0.06569846706111922,1,1,-1.5583772116465444,173,4,30,3,6,41,4,5,1,4,0.6928645939696432,0,0,0,0,0,0,0,-0.606971379365009,-0.5799715169069961,-0.11366889828970743,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,True,False,False,False
2,-0.026679246155231505,1,0,-1.0402569531351933,5,1,3,3,263,362,0,27,0,0,-1.7799929193841038,0,0,0,0,0,0,0,-1.4616237749948329,0.05154037221424744,1.5798869886837517,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,True,False,False
2,-0.6349707215770828,1,0,-0.7984674991632295,36,2,42,20,21,10,2,2,1,4,-0.9557070815995214,0,0,0,0,0,0,0,-1.71801949368378,-0.7893675643524611,-0.7650365471256532,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
4,1.5259436945857248,0,0,1.6194270405564088,684,100,801,21,66,0,1,6,9,10,-1.3678500004918126,0,0,1,0,0,0,0,0.3331462558277972,1.771579333373424,1.4496134589165623,-1.2643075685916398,1.0347209038044092,-0.04049645076920169,True,False,False,False
3,-1.9140575309712164,0,0,-0.5221366946238423,8,4,10,2,2,4,2,3,0,3,-0.13142124381493916,0,0,0,0,0,0,0,-1.71801949368378,-0.957216776987318,-0.8953100768928424,-1.2643075685916398,-0.43893256174123346,1.4199884511614198,False,False,False,False
3,-0.6228249792578661,0,0,0.23777301785947266,112,17,44,34,22,89,1,2,5,3,-0.9557070815995214,0,0,0,0,0,0,0,0.504076734953762,-0.4785972399691123,-0.5044894875912749,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,-0.53275962852152,0,1,-0.6257607463261124,110,0,5,2,0,3,2,2,1,4,-0.13142124381493916,0,1,0,0,0,0,0,-0.09417994198711468,-0.8076481716691287,-0.7650365471256532,0.0654157255621263,1.0347209038044092,-1.5009813526998232,False,False,True,False
4,-0.24957697490962719,0,2,-1.4202118093768508,96,12,96,33,22,43,6,4,1,6,0.280721675077352,0,0,0,0,0,0,1,1.4441943701465683,-0.5051872142479015,0.27715169101186005,1.3951390197158926,-0.43893256174123346,-1.5009813526998232,False,False,False,False
3,0.7803352593664206,0,0,-1.5583772116465444,482,34,471,119,68,22,1,3,5,9,0.6928645939696432,0,0,0,0,0,0,0,1.9569858075244626,0.9805275985794453,0.4074252207790492,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,True,False,False,False
3,-0.11975767527461396,1,1,0.20323166729204928,40,0,19,2,1,3,1,2,0,3,0.6928645939696432,0,0,0,0,0,0,0,1.5296596097095505,-0.8990512082524666,-1.1558571364272208,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,False,True,False,False
4,0.7194196901961949,0,1,-0.41851264292157203,702,17,151,0,8,35,5,5,6,12,-1.3678500004918126,0,0,0,0,0,0,0,-0.09417994198711468,0.5102174285233612,1.7101605184509407,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
1,-1.3189628717231294,1,0,0.9286000292079408,6,3,14,15,7,36,3,3,1,2,0.6928645939696432,0,0,0,0,0,0,0,-0.606971379365009,-0.8724612339736774,-0.7650365471256532,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
2,-0.44488985428134015,0,1,1.723051092258679,55,0,6,2,0,4,2,1,1,3,-0.13142124381493916,0,0,0,0,0,0,0,-0.35057566067606183,-0.895727461467618,-1.0255836066600315,0.0654157255621263,-0.43893256174123346,1.4199884511614198,False,False,False,True
4,-0.14035872282374706,0,0,0.13414896615720245,437,8,206,160,49,42,2,7,10,5,0.280721675077352,1,0,0,0,0,0,1,2.2133815262134098,0.49193682120669363,1.1890663993821842,-1.2643075685916398,1.0347209038044092,-0.04049645076920169,False,False,False,False
2,1.3107304835679103,0,1,-1.5929185622139679,421,76,536,82,178,102,2,8,6,5,-0.5435641627072303,0,0,0,0,0,0,0,-0.9488323376169385,1.3112404036718859,0.7982458100806167,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
3,-1.4665336409016134,1,0,1.3430962360170215,13,1,29,3,0,7,2,2,0,3,1.1050075128619343,0,0,0,0,0,0,0,-1.3761585354318504,-0.9189936889615585,-1.0255836066600315,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
2,-1.3994984861782438,0,1,-1.5583772116465444,9,0,6,3,1,3,1,0,0,3,-0.13142124381493916,0,0,0,0,0,0,0,1.0168681723316564,-0.9705117641267126,-1.416404195961599,0.0654157255621263,-0.43893256174123346,-1.5009813526998232,False,False,True,False
4,-0.026679246155231505,0,0,1.0667654314776345,81,11,50,3,2,39,1,1,3,4,-1.3678500004918126,0,0,0,0,0,0,0,0.8459376932056916,-0.6979645277691232,-0.7650365471256532,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,True,False,False
3,-2.076576906081044,1,0,-1.0402569531351933,3,1,10,3,2,12,3,2,0,3,-0.13142124381493916,0,0,0,0,0,0,0,-0.5215061398020266,-0.9555549035948937,-0.8953100768928424,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
2,1.307460476020429,0,0,0.7904346269382472,123,164,266,227,30,174,1,2,4,9,-1.7799929193841038,0,0,0,0,0,0,0,-0.606971379365009,0.6282104393854883,0.14687816124467087,-1.2643075685916398,-0.43893256174123346,1.4199884511614198,False,True,False,False
1,-2.076576906081044,0,0,-0.8675502002980763,3,18,14,15,22,50,3,3,1,3,1.5171504317542255,0,0,0,0,0,0,1,-2.316276170624657,-0.80432442488428,-0.6347630173584641,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,-0.47763664414969004,1,0,1.4812616382867152,13,6,15,3,5,13,1,2,0,2,1.9292933506465166,0,0,0,0,0,0,0,0.07675053713885008,-0.9156699421767098,-1.2861306661944099,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,-0.026679246155231505,2,1,1.6194270405564088,48,5,48,6,10,7,3,2,1,4,0.280721675077352,0,0,0,0,0,0,0,1.5296596097095505,-0.8010006780994314,-0.6347630173584641,2.7248623138696586,-0.43893256174123346,1.4199884511614198,False,True,False,False
4,0.9621943933999242,1,1,-0.3494299417867252,826,50,317,50,38,38,9,5,2,12,1.1050075128619343,0,0,0,0,0,0,0,1.2732638910206036,1.1849380258476372,1.7101605184509407,1.3951390197158926,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,0.6322039174655113,0,1,-0.6948434474609593,245,19,125,37,67,14,1,4,2,10,-1.3678500004918126,0,0,0,0,0,0,0,1.0168681723316564,-0.16450316880091484,0.27715169101186005,0.0654157255621263,-0.43893256174123346,1.4199884511614198,False,False,False,True
3,1.2701823899791405,0,0,-1.6274599127813911,650,37,780,27,167,32,1,6,9,13,-0.9557070815995214,0,0,0,0,0,0,0,0.41861149539077963,1.8064786746143349,1.8404340482181298,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,-0.7550267129631871,1,0,0.16869031672462587,12,6,20,30,1,3,2,2,0,3,0.6928645939696432,0,0,0,0,0,0,0,-0.6924366189279914,-0.8874180945054964,-1.0255836066600315,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,True,False,False
2,1.43083318934755,0,0,0.16869031672462587,510,120,550,156,40,241,1,4,9,7,-1.7799929193841038,1,0,0,1,0,0,1,-0.6924366189279914,1.6801762967900862,0.7982458100806167,-1.2643075685916398,2.5083743693500518,1.4199884511614198,False,False,False,False
2,0.6736395845314547,1,1,0.2723143684268961,328,9,124,12,24,109,7,4,2,10,-0.9557070815995214,0,0,0,0,0,0,0,-0.7779018584909737,2.2297049093359088e-05,1.058792869614995,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,True,False,False,False
3,1.4215837394275312,0,0,0.20323166729204928,984,51,432,180,120,190,1,3,10,13,-1.7799929193841038,0,0,1,0,0,0,1,1.187798651457621,2.245213250214357,1.5798869886837517,-1.2643075685916398,1.0347209038044092,-1.5009813526998232,False,False,True,False
2,0.8564797208292027,0,0,-0.6603020968935359,295,35,482,121,120,40,1,5,5,10,-0.9557070815995214,0,0,0,0,0,0,1,0.24768101626481484,0.8093546391597397,0.7982458100806167,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,False,False
2,-1.121828131003534,1,0,-0.6257607463261124,13,0,8,2,1,5,1,1,0,4,-0.9557070815995214,0,0,0,0,0,0,0,-1.6325542541207976,-0.9588786503797423,-1.1558571364272208,0.0654157255621263,-0.43893256174123346,1.4199884511614198,False,True,False,False
2,-0.026679246155231505,1,0,0.2723143684268961,11,3,22,2,2,6,2,2,0,3,0.280721675077352,0,0,0,0,0,0,0,-1.1197628167429032,-0.9306268027085288,-1.0255836066600315,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,True,False,False
4,0.18692231828560982,0,1,0.4795624718314365,447,0,28,0,0,43,3,8,2,6,0.6928645939696432,0,0,0,0,0,0,0,0.07675053713885008,-0.14622256148424725,0.5376987505462384,0.0654157255621263,-0.43893256174123346,1.4199884511614198,True,False,False,False
3,1.1129417413388185,0,0,-1.2820464071071571,712,26,538,69,13,80,1,3,6,11,-1.7799929193841038,0,1,1,0,0,0,1,-1.1197628167429032,1.382700959546132,0.7982458100806167,-1.2643075685916398,2.5083743693500518,-0.04049645076920169,False,True,False,False
2,0.6867196147213804,1,1,-1.0747983037026168,452,18,102,16,18,6,4,4,2,12,-0.9557070815995214,0,0,0,0,0,0,0,-0.5215061398020266,0.009993537403639311,0.9285193398478059,1.3951390197158926,-0.43893256174123346,-1.5009813526998232,False,False,True,False
2,0.46108909394516095,0,1,-0.7984674991632295,523,7,134,37,14,169,4,8,2,10,0.6928645939696432,0,0,0,0,0,0,0,1.4441943701465683,0.46202310014305575,1.1890663993821842,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,True,False,False
4,0.7346952968822867,0,1,-1.4202118093768508,546,0,48,0,6,6,1,7,3,8,-0.13142124381493916,0,0,0,0,0,0,0,1.5296596097095505,2.2297049093359088e-05,0.5376987505462384,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,False,False,True
2,0.874184475979138,0,0,-0.6948434474609593,398,40,367,119,122,30,1,7,4,4,-0.5435641627072303,0,0,0,0,0,0,0,1.7860553283984977,0.7811027914885262,0.14687816124467087,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,-1.2253939414716248,1,0,0.8940586786405174,1,3,6,3,6,15,1,1,1,2,0.6928645939696432,0,0,0,0,0,0,1,-0.17964518155009707,-0.9505692834176207,-1.2861306661944099,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
2,-0.9099316419267366,1,1,-1.696542613916238,10,0,1,0,0,0,1,1,0,2,0.6928645939696432,0,0,0,0,0,0,0,0.16221577670183246,-0.9887923714433802,-1.416404195961599,1.3951390197158926,-0.43893256174123346,1.4199884511614198,False,False,True,False
1,1.692994365868491,0,1,-1.0402569531351933,688,14,309,201,24,38,1,11,10,10,-0.13142124381493916,1,0,0,1,0,0,1,-0.8633670980539562,1.1101537231885426,2.2312546375196973,0.0654157255621263,2.5083743693500518,1.4199884511614198,False,True,False,False
2,0.8008428781284828,0,1,-1.5583772116465444,247,49,159,7,82,109,1,5,2,10,-0.5435641627072303,0,0,0,0,0,0,0,0.9314029327686739,0.07813034649303664,0.4074252207790492,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,1.0698243561055991,1,2,1.4121789371518685,856,59,487,58,29,73,7,2,5,5,-0.13142124381493916,0,0,0,0,0,0,0,-0.09417994198711468,1.5887732602067484,0.5376987505462384,2.7248623138696586,-0.43893256174123346,-0.04049645076920169,False,False,True,False
3,0.7025090797363622,0,0,-1.6620012633488146,496,36,460,189,60,12,3,4,8,6,-0.9557070815995214,0,0,0,0,0,0,0,1.2732638910206036,1.075254381947632,0.7982458100806167,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
1,-0.026679246155231505,1,0,-0.8330088497306529,25,3,43,17,4,17,3,3,0,3,1.1050075128619343,0,0,0,0,0,0,0,-0.35057566067606183,-0.8259287789857963,-0.7650365471256532,0.0654157255621263,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,0.6109488684068819,0,1,-0.6948434474609593,258,107,291,84,37,86,4,10,3,13,0.6928645939696432,0,0,0,0,0,0,0,0.8459376932056916,0.42712375890214493,1.9707075779853191,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
4,0.4054055368509056,1,1,1.3430962360170215,565,6,65,0,6,19,5,9,2,8,0.6928645939696432,0,1,0,0,0,0,0,-0.5215061398020266,0.09142533363243124,1.1890663993821842,1.3951390197158926,1.0347209038044092,-0.04049645076920169,True,False,False,False
2,-1.103422659950567,0,0,0.30685571899431946,14,10,13,4,15,9,1,2,1,4,-1.3678500004918126,0,0,0,0,0,0,0,1.4441943701465683,-0.8990512082524666,-0.8953100768928424,-1.2643075685916398,-0.43893256174123346,1.4199884511614198,True,False,False,False
2,-0.5468673753692257,1,0,0.6522692246685535,2,1,6,2,1,1,1,1,0,2,0.280721675077352,0,0,0,0,0,0,0,-0.6924366189279914,-0.9854686246585315,-1.416404195961599,0.0654157255621263,-0.43893256174123346,-1.5009813526998232,False,False,False,False
3,1.0883699703391723,0,0,-0.5221366946238423,721,111,925,97,18,18,1,7,6,5,-0.13142124381493916,0,0,0,0,0,0,1,-0.2651104211130795,2.133867732921927,0.5376987505462384,-1.2643075685916398,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,1.1151840322285203,0,0,-0.3148885912193018,1032,105,779,137,105,51,0,5,8,9,-0.5435641627072303,1,0,0,0,0,0,1,-0.606971379365009,2.6640053451052865,0.9285193398478059,-1.2643075685916398,1.0347209038044092,-1.5009813526998232,False,True,False,False
1,-1.197131733382678,0,0,-1.2820464071071571,1,0,5,0,3,9,1,0,0,3,-0.9557070815995214,0,0,0,0,0,1,0,-0.606971379365009,-0.9771592576964099,-1.416404195961599,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,0.19122004249087113,0,0,-1.3856704588094273,577,0,64,0,0,51,2,10,1,8,1.1050075128619343,1,0,0,0,0,0,1,0.3331462558277972,0.14294340879758533,0.7982458100806167,-1.2643075685916398,1.0347209038044092,-0.04049645076920169,False,False,True,False
2,-1.0367145059819456,1,0,1.3085548854495983,64,4,68,7,5,17,4,3,1,4,1.1050075128619343,0,0,0,0,0,0,0,-1.3761585354318504,-0.7328638690100341,-0.37421595782408573,0.0654157255621263,-0.43893256174123346,-1.5009813526998232,False,True,False,False
2,-1.198159450040458,1,0,-1.523835861079121,4,1,5,2,0,4,1,1,0,2,0.6928645939696432,0,0,0,0,0,0,0,-0.008714702424132305,-0.9804830044812586,-1.416404195961599,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
1,-1.3263904602952659,1,0,1.3085548854495983,25,5,19,7,0,23,3,3,0,3,0.6928645939696432,0,0,0,0,0,0,0,-0.35057566067606183,-0.8757849807585261,-0.7650365471256532,0.0654157255621263,-0.43893256174123346,-0.04049645076920169,True,False,False,False
3,-0.6228249792578661,0,0,0.23777301785947266,112,17,44,34,22,89,1,2,5,3,-0.9557070815995214,0,0,0,0,0,0,0,0.504076734953762,-0.4785972399691123,-0.5044894875912749,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,True,False
2,1.3737949148407667,0,0,-1.0747983037026168,163,23,424,27,65,76,1,3,10,13,-1.7799929193841038,0,0,0,0,0,0,0,-1.5470890145578151,0.2858645205460773,1.5798869886837517,-1.2643075685916398,-0.43893256174123346,1.4199884511614198,False,False,False,False
2,-1.0516631119132893,1,1,1.5848856899889854,17,8,14,10,4,3,2,1,0,4,0.6928645939696432,0,0,0,0,0,0,0,0.7604724536427091,-0.9140080687842855,-1.0255836066600315,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,True,False,False,False
3,-0.7387701040128508,1,1,-0.038557786679914566,130,0,16,0,0,5,5,3,1,4,0.6928645939696432,0,1,0,0,0,0,0,-0.09417994198711468,-0.7561300965039747,-0.2439424280568966,1.3951390197158926,1.0347209038044092,-0.04049645076920169,True,False,False,False
2,-0.07308999613270026,0,1,-1.5929185622139679,292,6,37,0,3,34,4,6,1,6,0.6928645939696432,0,1,0,1,0,0,1,1.0168681723316564,-0.3888560767781987,0.27715169101186005,0.0654157255621263,2.5083743693500518,1.4199884511614198,False,True,False,False
2,1.2912038670700927,0,0,0.7213519258034004,350,60,568,110,133,145,1,5,6,7,-1.3678500004918126,0,0,1,0,0,0,0,-0.35057566067606183,1.2630460752915806,0.5376987505462384,-1.2643075685916398,1.0347209038044092,1.4199884511614198,True,False,False,False
2,0.10395755536665209,0,1,1.032224080910211,135,9,39,4,0,7,1,2,2,5,-1.3678500004918126,0,0,0,0,0,0,0,0.16221577670183246,-0.6846695406297286,-0.6347630173584641,0.0654157255621263,-0.43893256174123346,1.4199884511614198,False,False,True,False
4,-0.026679246155231505,2,1,-1.5583772116465444,230,42,192,49,37,53,12,7,2,8,1.5171504317542255,0,0,0,0,0,0,0,1.0168681723316564,-0.004963323128179617,1.8404340482181298,2.7248623138696586,-0.43893256174123346,-1.5009813526998232,True,False,False,False
2,-0.026679246155231505,1,1,-0.1421818383821848,7,0,8,2,0,1,1,1,0,2,0.6928645939696432,0,0,0,0,0,0,0,1.0168681723316564,-0.9771592576964099,-1.416404195961599,1.3951390197158926,-0.43893256174123346,1.4199884511614198,False,True,False,False
3,-0.026679246155231505,0,0,1.3085548854495983,445,37,359,98,28,18,1,2,4,8,-1.7799929193841038,0,0,0,0,0,0,0,-0.35057566067606183,0.6298723127779127,0.01660463147748173,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,False,False,True,False
3,-0.4465248580550809,1,0,0.686810575235977,15,2,10,0,1,4,1,1,0,3,0.6928645939696432,0,0,0,0,0,0,0,-0.2651104211130795,-0.9538930302024693,-1.2861306661944099,0.0654157255621263,-0.43893256174123346,1.4199884511614198,False,True,False,False
4,-1.3232605959283907,1,0,1.2049308337473281,27,2,14,0,0,0,3,3,1,3,-0.13142124381493916,0,0,0,0,0,0,0,-0.09417994198711468,-0.9356124228858017,-0.6347630173584641,0.0654157255621263,-0.43893256174123346,1.4199884511614198,True,False,False,False
2,-1.0210184697540348,1,0,-0.6603020968935359,5,3,11,12,5,9,1,2,0,3,0.280721675077352,0,0,0,0,0,0,0,-1.2052280563058857,-0.9322886761009531,-1.1558571364272208,0.0654157255621263,-0.43893256174123346,1.4199884511614198,True,False,False,False
2,-0.1885679769523306,0,1,0.7904346269382472,505,0,26,0,0,75,5,7,4,6,0.280721675077352,0,1,0,0,0,0,0,0.7604724536427091,2.2297049093359088e-05,0.9285193398478059,0.0654157255621263,1.0347209038044092,-1.5009813526998232,False,False,False,True
2,-0.00652198534468519,1,1,-0.41851264292157203,51,2,7,0,1,2,2,2,0,3,0.6928645939696432,0,0,0,0,0,0,0,-0.2651104211130795,-0.9023749550373152,-1.0255836066600315,1.3951390197158926,-0.43893256174123346,-0.04049645076920169,False,False,False,False
1,1.2400048917552404,0,0,-0.1767231889496082,207,26,447,75,0,223,1,5,7,12,-1.3678500004918126,0,0,0,1,0,0,0,1.5296596097095505,0.6182391990309424,1.3193399291493733,-1.2643075685916398,1.0347209038044092,-0.04049645076920169,True,False,False,False
4,-0.08420802179413715,0,0,-0.5912193957586891,135,46,92,65,61,11,2,5,2,7,-0.13142124381493916,0,0,0,0,0,0,0,-1.2052280563058857,-0.3257048878660744,0.14687816124467087,-1.2643075685916398,-0.43893256174123346,-0.04049645076920169,True,False,False,False
